LSA,District,Latitude,Longitude,Site Type
Haryana,Ambala,30.36273,76.76873,RTT
Haryana,Ambala,30.36391,76.79001,RTP
Haryana,Ambala,30.38486,76.75925,RTP
Haryana,Ambala,30.36388,76.77544,COW(GBT)
Haryana,Ambala,30.36316,76.79902,RTP
Haryana,Ambala,30.38611,76.78761,RTP
Haryana,Ambala,30.36699,76.87461,RTP
Haryana,Ambala,30.34244,76.84814,RTT
Haryana,Ambala,30.33726,76.86223,RTP
Haryana,Ambala,30.37518,76.77416,COW(GBT)
Haryana,Ambala,30.37118,76.80347,RTT
Haryana,Ambala,30.39116,76.76577,RTT
Haryana,Ambala,30.35305,76.79754,RTP
Haryana,Ambala,30.36248,76.79317,GBM
Haryana,Ambala,30.35979,76.78511,RTT
Haryana,Ambala,30.38801,76.79602,RTP
Haryana,Ambala,30.33646,76.8332,RTP
Haryana,Ambala,30.28654,76.84992,GBM
Haryana,Ambala,30.20218,77.06526,COW(GBT)
Haryana,Ambala,30.20008,76.87492,COW(GBT)
Haryana,Ambala,30.31339,76.91171,RTP
Haryana,Ambala,30.44135,77.00834,GBT
Haryana,Ambala,30.42707,77.12437,GBM
Haryana,Ambala,30.42703,76.92105,GBT
Haryana,Ambala,30.31548,76.84147,RTT
Haryana,Ambala,30.29219,76.96996,GBT
Haryana,Ambala,30.28577,76.97501,RTT
Haryana,Ambala,30.341996,76.838191,LPBTS
Haryana,Ambala,30.37062,76.78605,LPBTS
Haryana,Ambala,30.33725,76.86224,LPBTS
Haryana,Ambala,30.39051,76.79437,LPBTS
Haryana,Ambala,30.34001,76.86572,LPBTS
Haryana,Ambala,30.33907,76.83438,LPBTS
Haryana,Ambala,30.34898,77.03084,LPBTS
Haryana,Ambala,30.36149,76.78113,LPBTS
Haryana,Ambala,30.31559,76.84163,LPBTS
Haryana,Ambala,30.40409,76.73564,LPBTS
Haryana,Ambala,30.40263,76.83526,LPBTS
Haryana,Ambala,30.13942,77.24088,RTP
Haryana,Ambala,30.32418,76.85516,RTT
Haryana,Ambala,30.36355,76.76134,RTT
Haryana,Ambala,30.36048,76.78671,RTT
Haryana,Ambala,30.25002,76.85016,GBT
Haryana,Ambala,30.37765,76.79442,RTP
Haryana,Ambala,30.36139,76.86751,RTT
Haryana,Ambala,30.36703,76.79442,GBT
Haryana,Ambala,30.33603,76.82494,COW(GBT)
Haryana,Ambala,30.32655,77.16758,GBT
Haryana,Ambala,30.47409,77.13502,RTT
Haryana,Ambala,30.44798,77.03497,GBT
Haryana,Ambala,30.20478,77.03642,GBT
Haryana,Ambala,30.36224,76.76086,GBT
Haryana,Ambala,30.38161,76.79182,RTT
Haryana,Ambala,30.37209,76.76204,RTP
Haryana,Ambala,30.37664,76.86356,GBT
Haryana,Ambala,30.21777,77.03844,GBT
Haryana,Ambala,30.21324,76.89651,GBT
Haryana,Ambala,30.53735,77.08831,GBT
Haryana,Ambala,30.33596,76.84143,RTT
Haryana,Ambala,30.33694,76.88013,GBT
Haryana,Ambala,30.32046,76.72631,GBT
Haryana,Ambala,30.21191,77.03623,GBT
Haryana,Ambala,30.07467,76.98227,GBT
Haryana,Ambala,30.28442,77.49871,GBT
Haryana,Ambala,30.03392,77.14958,GBT
Haryana,Ambala,30.27381,77.04552,GBT
Haryana,Ambala,30.79792,76.91481,GBT
Haryana,Ambala,30.48536,77.12994,GBT
Haryana,Ambala,30.11761,77.28145,GBT
Haryana,Ambala,30.22721,77.14613,GBT
Haryana,Ambala,30.29956,76.96495,GBT
Haryana,Ambala,30.37464,76.76918,GBT
Haryana,Ambala,30.32699,76.85985,GBT
Haryana,Ambala,30.26396,76.85612,GBT
Haryana,Ambala,30.44845,77.03073,GBT
Haryana,Ambala,30.30211,76.83981,GBT
Haryana,Ambala,30.38036,76.85898,GBT
Haryana,Ambala,30.35479,76.87703,GBT
Haryana,Ambala,30.23838,76.70369,GBT
Haryana,Ambala,30.21926,77.04503,GBT
Haryana,Ambala,30.06653,76.84175,GBT
Haryana,Ambala,30.12738,76.85539,GBT
Haryana,Ambala,30.18601,77.03609,GBT
Haryana,Ambala,29.95829,77.20355,GBT
Haryana,Ambala,29.90351,76.86832,GBT
Haryana,Ambala,29.94678,76.90851,GBT
Haryana,Ambala,30.23544,76.90547,GBT
Haryana,Ambala,30.27863,76.87827,GBT
Haryana,Ambala,30.44329,76.93308,GBT
Haryana,Ambala,30.31299,76.93482,GBT
Haryana,Ambala,30.27344,77.22951,GBT
Haryana,Ambala,30.51649,77.10625,GBT
Haryana,Ambala,30.08145,77.33586,GBT
Haryana,Ambala,30.29264,77.11306,GBT
Haryana,Ambala,30.34215,77.29066,GBT
Haryana,Ambala,30.25361,76.57235,GBT
Haryana,Ambala,29.92559,76.69404,GBT
Haryana,Ambala,30.17513,76.66507,GBT
Haryana,Ambala,30.41729,77.15633,GBT
Haryana,Ambala,30.36931,76.95416,GBT
Haryana,Ambala,30.23173,76.98189,GBT
Haryana,Ambala,30.41188,77.08088,GBT
Haryana,Ambala,30.44201,76.98096,GBT
Haryana,Ambala,30.27718,76.78756,GBT
Haryana,Ambala,30.11024,76.61918,GBT
Haryana,Ambala,30.28013,76.65388,GBT
Haryana,Ambala,30.00291,77.12197,GBT
Haryana,Ambala,30.31396,76.77222,GBT
Haryana,Ambala,30.22347,76.94292,GBT
Haryana,Ambala,30.33612,77.33237,GBT
Haryana,Ambala,30.49645,77.06535,GBT
Haryana,Ambala,30.30412,77.01381,GBT
Haryana,Ambala,30.48244,76.91511,GBT
Haryana,Ambala,30.38117,77.11015,GBT
Haryana,Ambala,30.34048,77.12189,GBT
Haryana,Ambala,30.36272,76.92548,GBT
Haryana,Ambala,30.41451,77.11767,GBT
Haryana,Ambala,30.33217,77.01359,GBT
Haryana,Ambala,30.17586,77.08926,GBT
Haryana,Ambala,30.27415,76.92341,GBT
Haryana,Ambala,30.39709,76.96552,GBT
Haryana,Ambala,30.31821,77.13982,GBT
Haryana,Ambala,30.31336,77.16473,GBT
Haryana,Ambala,30.04665,77.09782,GBT
Haryana,Ambala,30.47132,76.94338,GBT
Haryana,Ambala,30.34398,76.97679,GBT
Haryana,Ambala,30.45955,77.11887,GBT
Haryana,Ambala,30.30688,76.80321,GBT
Haryana,Ambala,30.00126,76.72855,GBT
Haryana,Ambala,30.12914,77.29008,RTP
Haryana,Ambala,30.13181,77.26579,RTP
Haryana,Ambala,30.38556,76.79807,RTP
Haryana,Ambala,30.38131,76.79119,RTT
Haryana,Ambala,30.35661,76.78275,RTP
Haryana,Ambala,30.33878,76.82782,RTP
Haryana,Ambala,30.38323,76.76876,RTT
Haryana,Ambala,30.34548,76.79895,RTT
Haryana,Ambala,30.38763,76.79314,RTT
Haryana,Ambala,30.13564,77.27211,RTT
Haryana,Ambala,30.36912,76.78307,RTT
Haryana,Ambala,30.33805,76.84018,RTT
Haryana,Ambala,30.47681,77.12669,RTT
Haryana,Ambala,30.33086,76.83855,RTT
Haryana,Ambala,30.38701,76.77204,RTT
Haryana,Ambala,30.34909,76.83911,RTT
Haryana,Ambala,30.33512,76.84344,RTT
Haryana,Ambala,30.37895,76.77689,RTT
Haryana,Ambala,30.36506,76.76642,RTT
Haryana,Ambala,30.37939,76.77298,RTT
Haryana,Ambala,30.24867,77.04882,RTT
Haryana,Ambala,30.13139,77.27987,RTT
Haryana,Ambala,30.39536,76.78611,RTT
Haryana,Ambala,30.38776,76.78308,RTT
Haryana,Ambala,30.36088,76.77915,RTT
Haryana,Ambala,30.02597,77.15026,RTT
Haryana,Ambala,30.13605,77.26548,RTT
Haryana,Ambala,30.33675,76.85429,RTT
Haryana,Ambala,30.40321,76.84587,RTT
Haryana,Ambala,30.34169,76.82877,RTT
Haryana,Ambala,30.16157,77.30199,RTT
Haryana,Ambala,30.343,76.86676,RTT
Haryana,Ambala,30.13973,77.28647,RTT
Haryana,Ambala,30.16282,77.30756,RTT
Haryana,Ambala,30.38796,76.76542,RTT
Haryana,Ambala,30.13614,77.30272,RTT
Haryana,Ambala,30.16071,77.29829,RTT
Haryana,Ambala,30.34197,76.84127,RTT
Haryana,Ambala,30.33638,76.83583,RTT
Haryana,Ambala,30.37056,76.76663,RTT
Haryana,Ambala,30.39079,76.78034,RTT
Haryana,Ambala,30.39226,76.79596,RTT
Haryana,Ambala,30.37984,76.76549,RTT
Haryana,Ambala,30.35861,76.76036,RTT
Haryana,Ambala,30.38316,76.77571,RTT
Haryana,Ambala,30.12074,77.28147,RTT
Haryana,Ambala,30.16566,77.31007,RTT
Haryana,Ambala,30.37335,76.78004,RTT
Haryana,Ambala,30.80021,76.91019,RTT
Haryana,Ambala,30.36945,76.77321,RTT
Haryana,Ambala,30.17193,77.28771,RTT
Haryana,Ambala,30.36035,76.76948,RTT
Haryana,Ambala,30.15722,77.31111,RTT
Haryana,Ambala,30.11712,77.25552,RTT
Haryana,Ambala,30.33355,76.85306,RTT
Haryana,Ambala,30.35791,76.79932,RTT
Haryana,Ambala,30.33616,76.84896,RTT
Haryana,Ambala,30.34012,76.86424,RTT
Haryana,Ambala,30.33501,76.88175,RTT
Haryana,Ambala,30.12121,77.27456,RTT
Haryana,Ambala,30.48586,77.18317,GBT
Haryana,Ambala,30.30774,77.04446,GBT
Haryana,Ambala,30.25225,76.57716,GBT
Haryana,Ambala,30.34317,76.98339,GBT
Haryana,Ambala,30.30054,76.79946,GBT
Haryana,Ambala,30.28001,76.74722,GBT
Haryana,Ambala,30.46456,77.06564,GBT
Haryana,Ambala,30.35596,76.83979,RTT
Haryana,Ambala,30.33901,76.86926,GBT
Haryana,Ambala,30.29902,76.67352,GBT
Haryana,Ambala,30.36499,76.78366,GBT
Haryana,Ambala,30.25742,76.66498,GBT
Haryana,Ambala,30.21013,77.0387,GBT
Haryana,Ambala,30.2309,76.63648,GBT
Haryana,Ambala,30.28331,76.71624,GBT
Haryana,Ambala,30.29762,76.84105,GBT
Haryana,Ambala,30.32826,76.90209,GBT
Haryana,Ambala,30.3309,76.84418,GBT
Haryana,Ambala,30.3327,76.85091,RTP
Haryana,Ambala,30.33525,76.8428,RTT
Haryana,Ambala,30.33769,76.83625,RTT
Haryana,Ambala,30.33786,76.84855,RTT
Haryana,Ambala,30.34062,76.82755,RTT
Haryana,Ambala,30.34555,76.83196,RTP
Haryana,Ambala,30.35435,76.87427,GBT
Haryana,Ambala,30.36085,76.78159,RTT
Haryana,Ambala,30.38101,76.78187,RTT
Haryana,Ambala,30.37143,76.78405,GBT
Haryana,Ambala,30.37907,76.87664,GBT
Haryana,Ambala,30.38171,76.85719,GBT
Haryana,Ambala,30.38203,76.771,RTT
Haryana,Ambala,30.38475,76.76565,RTT
Haryana,Ambala,30.39045,76.75984,GBT
Haryana,Ambala,30.39094,76.76517,RTT
Haryana,Ambala,30.40507,76.78583,GBT
Haryana,Ambala,30.40344,76.84688,GBT
Haryana,Ambala,30.47791,77.12421,GBT
Haryana,Ambala,30.4818,77.02124,GBT
Haryana,Ambala,30.3285,76.85501,GBT
Haryana,Ambala,30.33667,76.85854,GBT
Haryana,Ambala,30.35131,76.8377,GBT
Haryana,Ambala,30.37839,76.76589,RTT
Haryana,Ambala,30.38093,76.78086,RTT
Haryana,Ambala,30.39194,76.79865,GBT
Haryana,Ambala,30.39358,76.77556,GBT
Haryana,Ambala,30.38538,76.76897,RTT
Haryana,Ambala,30.55346,77.08981,GBT
Haryana,Ambala,30.39676,77.14067,GBT
Haryana,Ambala,30.50409,77.07103,GBT
Haryana,Ambala,30.44852,77.03069,GBT
Haryana,Ambala,30.34931,77.08702,GBT
Haryana,Ambala,30.44384,76.93434,GBT
Haryana,Ambala,30.4121,77.08118,GBT
Haryana,Ambala,30.47301,77.11467,GBT
Haryana,Ambala,30.27833,76.65178,GBT
Haryana,Ambala,30.27385,77.0489,GBT
Haryana,Ambala,30.21761,77.04441,GBT
Haryana,Ambala,30.24388,77.10578,GBT
Haryana,Ambala,30.3903,76.73063,GBT
Haryana,Ambala,30.32019,76.77469,GBT
Haryana,Ambala,30.23519,76.90623,GBT
Haryana,Ambala,30.36959,76.99833,GBT
Haryana,Ambala,30.36404,76.95028,GBT
Haryana,Ambala,30.17681,77.05801,GBT
Haryana,Ambala,30.29149,76.91013,GBT
Haryana,Ambala,30.22977,76.98214,GBT
Haryana,Ambala,30.18679,76.9775,GBT
Haryana,Ambala,30.27589,76.94961,GBT
Haryana,Ambala,30.41397,76.93291,GBT
Haryana,Ambala,30.21073,76.757885,GBT
Haryana,Ambala,30.28865,77.11787,GBT
Haryana,Ambala,30.31226,76.93584,GBT
Haryana,Ambala,30.32221,76.73181,GBT
Haryana,Ambala,30.11424,76.62207,GBT
Haryana,Ambala,30.23236,76.79545,GBT
Haryana,Ambala,30.25641,76.68858,GBT
Haryana,Ambala,30.32662,77.16759,GBT
Haryana,Ambala,30.17578,76.6677,GBT
Haryana,Ambala,30.27813,76.78566,GBT
Haryana,Ambala,30.32834,77.10976,GBT
Haryana,Ambala,30.31324,76.82513,GBT
Haryana,Ambala,30.34184,76.84282,RTT
Haryana,Ambala,30.34759,76.86945,GBT
Haryana,Ambala,30.33122,76.83231,GBT
Haryana,Ambala,30.35291,76.79755,GBT
Haryana,Ambala,30.38724,76.77266,GBT
Haryana,Ambala,30.36878,76.76897,GBT
Haryana,Ambala,30.20737,76.68264,GBT
Haryana,Ambala,30.44016,77.15588,GBT
Haryana,Ambala,30.29884,76.97163,GBT
Haryana,Ambala,30.08484,76.59066,GBT
Haryana,Ambala,30.49311,77.14102,GBT
Haryana,Ambala,30.33828,77.03058,GBT
Haryana,Ambala,30.34393,76.82011,COW(GBT)
Haryana,Ambala,30.33087,76.86646,GBT
Haryana,Ambala,30.33246,76.86167,RTT
Haryana,Ambala,30.02948,77.15084,RTT
Haryana,Ambala,30.34528,76.83673,RTT
Haryana,Ambala,30.38067,76.78511,GBT
Haryana,Ambala,30.21371,77.04091,GBT
Haryana,Ambala,30.20695,76.68181,GBT
Haryana,Ambala,30.50085,77.20515,GBT
Haryana,Ambala,30.27695,76.78934,GBT
Haryana,Ambala,30.17447,77.05799,GBT
Haryana,Ambala,30.18932,76.97905,GBT
Haryana,Ambala,30.28201,76.71764,GBT
Haryana,Ambala,30.25455,76.56886,GBT
Haryana,Ambala,30.40621,76.84666,GBT
Haryana,Ambala,30.89847,76.82717,GBT
Haryana,Ambala,30.24748,77.04981,GBT
Haryana,Ambala,30.25689,77.07406,GBT
Haryana,Ambala,30.27972,76.65333,GBT
Haryana,Ambala,30.29222,76.90745,GBT
Haryana,Ambala,30.41533,76.93388,GBT
Haryana,Ambala,30.35941,76.92435,GBT
Haryana,Ambala,30.41537,77.15482,GBT
Haryana,Ambala,30.44859,77.02706,GBT
Haryana,Ambala,30.41768,76.77973,GBT
Haryana,Ambala,30.33854,76.84644,RTT
Haryana,Ambala,30.36117,76.78874,RTT
Haryana,Ambala,30.47781,77.12861,RTT
Haryana,Ambala,30.37624,76.87538,RTT
Haryana,Ambala,30.32978,76.85566,RTT
Haryana,Ambala,30.35411,76.87397,RTT
Haryana,Ambala,30.33902,76.83999,RTT
Haryana,Ambala,30.33069,76.83806,GBT
Haryana,Ambala,30.32736,76.86352,GBT
Haryana,Ambala,30.49967,77.19977,GBT
Haryana,Ambala,30.27044,76.85104,GBT
Haryana,Ambala,30.39944,76.78351,GBT
Haryana,Ambala,30.39777,76.74643,GBT
Haryana,Ambala,30.24679,77.10284,GBT
Haryana,Ambala,30.31664,76.86459,GBT
Haryana,Ambala,30.27588,76.95373,GBT
Haryana,Ambala,30.38259,77.00405,GBT
Haryana,Ambala,30.29222,76.90736,GBT
Haryana,Ambala,30.32844,76.94775,GBT
Haryana,Ambala,30.28989,77.11656,GBT
Haryana,Ambala,30.38373,77.16125,GBT
Haryana,Ambala,30.48188,77.02106,GBT
Haryana,Ambala,30.43929,76.97847,GBT
Haryana,Ambala,30.21097,76.75753,GBT
Haryana,Ambala,30.41172,77.02636,GBT
Haryana,Ambala,30.34057,77.12204,GBT
Haryana,Ambala,30.23536,76.98294,GBT
Haryana,Ambala,30.43143,77.12231,GBT
Haryana,Ambala,30.46337,77.08445,GBT
Haryana,Ambala,30.20701,76.66589,GBT
Haryana,Ambala,30.30383,77.01415,GBT
Haryana,Ambala,30.41049,77.08081,GBT
Haryana,Ambala,30.37469,76.76684,GBT
Haryana,Ambala,30.27534,77.04441,GBT
Haryana,Ambala,30.29362,76.97107,GBT
Haryana,Ambala,30.35581,77.04389,GBT
Haryana,Ambala,30.34014,76.84626,RTT
Haryana,Ambala,30.34297,76.86466,RTT
Haryana,Ambala,30.34703,76.83753,RTT
Haryana,Ambala,30.38165,76.86173,RTT
Haryana,Ambala,30.38501,76.79375,RTT
Haryana,Ambala,30.36075,76.78154,RTT
Haryana,Ambala,30.37402,76.78137,RTT
Haryana,Ambala,30.34138,76.82896,RTT
Haryana,Ambala,30.39061,76.77764,RTT
Haryana,Ambala,30.39028,76.75838,RTT
Haryana,Ambala,30.26589,77.12766,GBT
Haryana,Ambala,30.33874,77.07687,GBT
Haryana,Ambala,30.23364,76.73621,GBT
Haryana,Ambala,30.14257,77.06367,GBT
Haryana,Ambala,30.25136,76.81201,GBT
Haryana,Ambala,30.44544,77.06268,GBT
Haryana,Ambala,30.26882,76.69173,GBT
Haryana,Ambala,30.25203,77.04327,GBT
Haryana,Ambala,30.38155,76.85219,GBT
Haryana,Ambala,30.34813,76.79525,GBT
Haryana,Ambala,30.33528,76.84591,RTT
Haryana,Ambala,30.51952,77.19408,GBT
Haryana,Ambala,30.23263,76.79559,GBT
Haryana,Ambala,30.50822,77.20481,GBT
Haryana,Ambala,30.50661,77.13701,GBT
Haryana,Ambala,30.33468,76.85718,RTT
Haryana,Ambala,30.48196,77.18298,GBT
Haryana,Ambala,30.49745,77.20863,GBT
Haryana,Ambala,30.38799,76.76553,RTT
Haryana,Ambala,30.23721,76.64223,GBT
Haryana,Ambala,30.47393,77.12517,GBT
Haryana,Ambala,30.39202,76.77262,RTT
Haryana,Ambala,30.33409,76.86711,RTT
Haryana,Ambala,30.24813,77.04445,GBT
Haryana,Ambala,30.13881,77.27039,GBT
Haryana,Ambala,30.09909,77.28905,GBT
Haryana,Ambala,30.33229,76.84488,RTT
Haryana,Ambala,30.35816,76.87788,GBT
Haryana,Ambala,30.11453,77.27399,GBT
Haryana,Ambala,30.13236,77.27297,RTT
Haryana,Ambala,30.31515,77.08081,GBT
Haryana,Ambala,30.23268,77.01118,GBT
Haryana,Ambala,30.37937,77.05951,GBT
Haryana,Ambala,30.33659,76.83266,RTP
Haryana,Ambala,30.32432,76.90585,GBT
Haryana,Ambala,30.37141,76.80331,RTP
Haryana,Ambala,30.33262,76.87476,RTT
Haryana,Ambala,30.38936,76.78661,RTP
Haryana,Ambala,30.41218,76.78244,GBT
Haryana,Ambala,30.40298,76.80724,GBT
Haryana,Ambala,30.35371,76.77328,RTP
Haryana,Ambala,30.36471,76.75821,RTT
Haryana,Ambala,30.09424,76.59071,GBT
Haryana,Ambala,30.20024,76.95483,GBT
Haryana,Ambala,30.16836,76.95544,GBT
Haryana,Ambala,30.38604,76.75039,GBT
Haryana,Ambala,30.33567,76.76814,GBT
Haryana,Ambala,30.34635,76.74891,GBT
Haryana,Ambala,30.49473,77.13283,GBT
Haryana,Ambala,30.46839,77.12143,RTT
Haryana,Ambala,30.32565,76.88825,GBT
Haryana,Ambala,30.25101,76.95374,GBT
Haryana,Ambala,30.34828,76.86981,RTP
Haryana,Ambala,30.35022,76.79537,RTP
Haryana,Ambala,30.35302,76.79771,RTP
Haryana,Ambala,30.39374,76.78362,RTP
Haryana,Ambala,30.32553,76.85493,RTP
Haryana,Ambala,30.33715,76.86309,RTP
Haryana,Ambala,30.36746,76.78207,RTP
Haryana,Ambala,29.59915,76.92709,GBT
Haryana,Ambala,30.38495,76.76918,RTP
Haryana,Ambala,30.34705,76.86842,RTP
Haryana,Ambala,30.35585,76.79241,RTP
Haryana,Ambala,30.37976,76.76993,RTP
Haryana,Ambala,30.37992,76.79095,RTP
Haryana,Ambala,30.20925,76.89175,RTP
Haryana,Ambala,30.31889,76.84527,RTT
Haryana,Ambala,29.96362,76.81204,RTT
Haryana,Ambala,30.34841,76.87401,GBT
Haryana,Ambala,30.39096,76.82981,GBT
Haryana,Ambala,30.39114,76.86584,GBM
Haryana,Ambala,30.20431,76.99689,RTT
Haryana,Ambala,30.33735,77.03369,RTP
Haryana,Ambala,30.31047,76.94569,RTP
Haryana,Ambala,30.36803,76.80155,RTP
Haryana,Ambala,30.44258,77.03238,GBT
Haryana,Ambala,30.32253,76.85778,RTT
Haryana,Ambala,30.38473,76.76595,RTT
Haryana,Ambala,30.39368,76.80824,GBT
Haryana,Ambala,30.23788,77.07107,GBT
Haryana,Ambala,30.22212,77.05434,GBT
Haryana,Ambala,30.301115,76.971397,RTT
Haryana,Ambala,30.30909,77.04528,GBT
Haryana,Ambala,30.35706,76.76463,RTP
Haryana,Ambala,30.39757,76.79271,RTT
Haryana,Ambala,30.33865,76.86919,GBT
Haryana,Ambala,29.24552,77.01131,RTT
Haryana,Ambala,30.39006,76.73446,GBT
Haryana,Ambala,30.25588,76.92599,GBT
Haryana,Ambala,30.44637,77.10312,GBT
Haryana,Ambala,30.46453,77.06554,GBT
Haryana,Ambala,30.50357,77.18737,GBT
Haryana,Ambala,30.31416,76.82703,GBT
Haryana,Ambala,30.31953,76.82172,GBT
Haryana,Ambala,30.37872,76.75195,GBT
Haryana,Ambala,30.33108,76.87863,GBT
Haryana,Ambala,30.31954,76.83288,GBT
Haryana,Ambala,30.38345,76.77292,GBT
Haryana,Ambala,30.33996,76.83859,RTT
Haryana,Ambala,30.33577,76.86086,GBT
Haryana,Ambala,30.36991,76.76431,GBT
Haryana,Ambala,30.37532,76.77184,RTT
Haryana,Ambala,30.38126,76.76401,GBT
Haryana,Ambala,30.39235,76.77783,GBT
Haryana,Ambala,30.38469,76.76566,RTT
Haryana,Ambala,30.33555,76.88263,RTT
Haryana,Ambala,30.34823,76.79523,GBT
Haryana,Ambala,30.47796,77.12408,GBT
Haryana,Ambala,30.49948,77.19962,GBT
Haryana,Ambala,30.30155,76.96815,GBT
Haryana,Ambala,30.35695,76.87688,GBT
Haryana,Ambala,30.27477,77.05027,GBT
Haryana,Ambala,30.44769,77.03384,GBT
Haryana,Ambala,30.37822,76.87662,GBT
Haryana,Ambala,30.53742,77.08809,GBT
Haryana,Ambala,30.40532,76.84682,GBT
Haryana,Ambala,30.31431,76.93652,GBT
Haryana,Ambala,30.36121,76.78092,RTT
Haryana,Ambala,30.39292,76.82545,GBT
Haryana,Ambala,30.34852,76.87286,GBT
Haryana,Ambala,30.27504,76.94942,GBT
Haryana,Ambala,30.18983,76.97677,GBT
Haryana,Ambala,30.14995,77.02487,GBT
Haryana,Ambala,30.25116,77.02695,GBT
Haryana,Ambala,30.18612,77.03599,GBT
Haryana,Ambala,30.49213,77.15952,GBT
Haryana,Ambala,30.50342,77.07067,GBT
Haryana,Ambala,30.36547,76.76666,RTT
Haryana,Ambala,30.34762,76.83862,RTT
Haryana,Ambala,30.36459,76.78609,RTT
Haryana,Ambala,30.38804,76.77477,RTT
Haryana,Ambala,30.32419,76.85262,RTT
Haryana,Ambala,30.38126,76.79111,RTT
Haryana,Ambala,30.32933,76.86071,RTT
Haryana,Ambala,30.38367,76.78266,RTT
Haryana,Ambala,30.37713,76.76611,RTT
Haryana,Ambala,30.39153,76.76595,RTT
Haryana,Ambala,30.33987,76.84739,RTT
Haryana,Ambala,30.33711,76.83632,RTT
Haryana,Ambala,30.34226,76.82818,RTT
Haryana,Ambala,30.39116,76.79189,RTT
Haryana,Ambala,30.38684,76.76936,RTT
Haryana,Ambala,30.39883,76.74789,GBT
Haryana,Ambala,30.26787,76.85111,GBT
Haryana,Ambala,30.49739,77.20884,GBT
Haryana,Ambala,30.28087,76.88079,GBT
Haryana,Ambala,30.23979,76.70518,GBT
Haryana,Ambala,30.24646,77.10062,GBT
Haryana,Ambala,30.38004,77.01112,GBT
Haryana,Ambala,30.25195,76.95088,GBT
Haryana,Ambala,30.22376,76.78165,GBT
Haryana,Ambala,30.33781,77.07632,GBT
Haryana,Ambala,30.43419,76.95569,GBT
Haryana,Ambala,30.38993,76.73966,GBT
Haryana,Ambala,30.37547,76.75916,RTT
Haryana,Ambala,30.38982,76.79711,GBT
Haryana,Ambala,30.39708,76.79005,RTT
Haryana,Ambala,30.38882,76.76106,RTT
Haryana,Ambala,30.37122,76.80357,RTT
Haryana,Ambala,30.38097,76.76874,RTT
Haryana,Ambala,30.38606,76.79328,RTT
Haryana,Ambala,30.39697,76.78564,RTT
Haryana,Ambala,30.38769,76.78889,RTT
Haryana,Ambala,30.37907,76.77698,RTT
Haryana,Ambala,30.37341,76.78014,RTT
Haryana,Ambala,30.36798,76.78793,RTT
Haryana,Ambala,30.36238,76.79305,COW(GBT)
Haryana,Ambala,30.35295,76.79754,RTP
Haryana,Ambala,30.35579,76.79241,RTP
Haryana,Ambala,30.35862,76.75981,RTT
Haryana,Ambala,30.38484,76.75924,RTT
Haryana,Ambala,30.37766,76.79441,RTP
Haryana,Ambala,30.35798,76.81525,COW(GBT)
Haryana,Ambala,30.38967,76.75317,GBT
Haryana,Ambala,30.37636,76.78645,GBM
Haryana,Ambala,30.37948,76.77062,RTP
Haryana,Ambala,30.38196,76.77794,RTP
Haryana,Ambala,30.35938,76.79055,RTT
Haryana,Ambala,30.36662,76.77357,RTT
Haryana,Ambala,30.39237,76.80882,GBT
Haryana,Ambala,30.38944,76.76864,RTT
Haryana,Ambala,30.39703,76.77438,GBT
Haryana,Ambala,30.34502,76.79926,RTP
Haryana,Ambala,30.39363,76.75949,RTT
Haryana,Ambala,30.37235,76.76711,RTT
Haryana,Ambala,30.36819,76.80119,RTT
Haryana,Ambala,30.39758,76.80829,GBT
Haryana,Ambala,30.34922,76.75216,GBT
Haryana,Ambala,30.33571,76.74802,GBT
Haryana,Ambala,30.39711,76.79887,GBT
Haryana,Ambala,30.39413,76.79112,RTT
Haryana,Ambala,30.38094,76.81232,GBT
Haryana,Ambala,30.38356,76.75348,RTP
Haryana,Ambala,30.368182,76.766376,LPBTS
Haryana,Ambala,30.387844,76.795956,LPBTS
Haryana,Ambala,30.387856,76.795889,LPBTS
Haryana,Ambala,30.387878,76.795933,LPBTS
Haryana,Ambala,30.38345,76.776089,LPBTS
Haryana,Ambala,30.383472,76.776133,LPBTS
Haryana,Ambala,30.383383,76.776089,LPBTS
Haryana,Ambala,30.385722,76.769933,LPBTS
Haryana,Ambala,30.385689,76.769933,LPBTS
Haryana,Ambala,30.38565,76.769867,LPBTS
Haryana,Ambala,30.366689,76.765978,LPBTS
Haryana,Ambala,30.366661,76.765978,LPBTS
Haryana,Ambala,30.366639,76.76601,LPBTS
Haryana,Ambala,30.377744,76.767222,LPBTS
Haryana,Ambala,30.37781,76.767222,LPBTS
Haryana,Ambala,30.377836,76.76729,LPBTS
Haryana,Ambala,30.38523,76.767215,LPBTS
Haryana,Ambala,30.385233,76.767217,LPBTS
Haryana,Ambala,30.385239,76.767212,LPBTS
Haryana,Ambala,30.380278,76.781846,LPBTS
Haryana,Ambala,30.380278,76.781846,LPBTS
Haryana,Ambala,30.380278,76.781846,LPBTS
Haryana,Ambala,30.391816,76.796404,LPBTS
Haryana,Ambala,30.39181,76.796401,LPBTS
Haryana,Ambala,30.39182,76.796409,LPBTS
Haryana,Ambala,30.394322,76.800085,LPBTS
Haryana,Ambala,30.394309,76.800058,LPBTS
Haryana,Ambala,30.394323,76.800087,LPBTS
Haryana,Ambala,30.358609,76.791942,LPBTS
Haryana,Ambala,30.358609,76.791942,LPBTS
Haryana,Ambala,30.358609,76.791942,LPBTS
