radio,mcc,lon,lat
UMTS,404,73.83430481,18.44947815
UMTS,404,73.817139,18.488617
UMTS,404,73.814392,18.490677
GSM,404,73.79837,18.501892
GSM,404,73.850784,18.462524
GSM,405,73.84941101,18.45359802
UMTS,404,73.80134583,18.50028992
GSM,404,73.84941101,18.46321106
UMTS,404,73.829498,18.509216
UMTS,404,73.825607,18.506699
UMTS,404,73.814011,18.509903
UMTS,404,73.815863,18.509903
UMTS,404,73.81041,18.507156
UMTS,404,73.810959,18.507156
UMTS,404,73.811508,18.502213
GSM,404,73.807266,18.496414
UMTS,404,73.812921,18.495581
UMTS,404,73.810959,18.505096
UMTS,404,73.809586,18.501389
UMTS,404,73.813156,18.498917
GSM,405,73.810959,18.455658
GSM,404,73.817413,18.477219
GSM,404,73.854218,18.450165
GSM,404,73.848365,18.506502
UMTS,404,73.806152,18.507156
UMTS,404,73.806152,18.509903
UMTS,404,73.816452,18.509903
UMTS,404,73.817825,18.509216
GSM,404,73.82528,18.50853
UMTS,404,73.828125,18.507156
UMTS,404,73.84666443,18.50440979
UMTS,404,73.81645203,18.49754333
UMTS,404,73.81645203,18.49754333
UMTS,404,73.81645203,18.49754333
GSM,405,73.853531,18.49411
GSM,404,73.853531,18.48843
UMTS,404,73.853531,18.475914
UMTS,404,73.8356781,18.50990295
UMTS,404,73.8356781,18.50990295
UMTS,404,73.789422,18.5061
UMTS,404,73.789792,18.505813
UMTS,404,73.80958557,18.50578308
UMTS,404,73.82194519,18.50852966
UMTS,404,73.7903595,18.50578308
UMTS,404,73.75465393,18.49617004
UMTS,404,73.7903595,18.50852966
UMTS,404,73.84666443,18.50578308
UMTS,404,73.86314392,18.49617004
UMTS,404,73.830734,18.501663
UMTS,404,73.830528,18.501663
UMTS,404,73.789225,18.506022
UMTS,404,73.78349304,18.50852966
UMTS,404,73.751515,18.496808
UMTS,404,73.75602722,18.50028992
UMTS,404,73.77250671,18.50715637
UMTS,404,73.778,18.507156
UMTS,404,73.785553,18.507156
UMTS,404,73.77250671,18.50715637
UMTS,404,73.77799988,18.50715637
UMTS,404,73.78418,18.50647
GSM,404,73.8658905,18.45359802
GSM,404,73.859024,18.507309
GSM,404,73.856753,18.509586
GSM,404,73.791751,18.50809
GSM,404,73.7883,18.505039
GSM,404,73.815353,18.444809
GSM,404,73.763809,18.50441
GSM,404,73.77182,18.509903
GSM,404,73.77799988,18.50715637
GSM,404,73.790841,18.508371
GSM,404,73.790703,18.508015
GSM,404,73.79191,18.507334
GSM,404,73.820297,18.476395
UMTS,404,73.81919861,18.47419739
UMTS,404,73.81919861,18.47419739
GSM,404,73.78761292,18.50715637
GSM,404,73.82579,18.505838
GSM,404,73.828665,18.508284
GSM,404,73.791275,18.507004
GSM,404,73.788986,18.500862
GSM,404,73.78898621,18.5030365
GSM,404,73.791099,18.501663
GSM,404,73.849487,18.501587
GSM,404,73.82827,18.507265
GSM,404,73.827468,18.506046
GSM,404,73.826643,18.504843
GSM,404,73.824894,18.504612
GSM,404,73.822027,18.503478
GSM,404,73.822795,18.499309
GSM,404,73.82124,18.497272
GSM,404,73.818774,18.495287
GSM,404,73.815079,18.491413
GSM,404,73.814659,18.48938
GSM,404,73.812973,18.488159
GSM,404,73.812813,18.485046
GSM,404,73.810581,18.484531
GSM,404,73.805237,18.480148
GSM,404,73.803987,18.479691
GSM,404,73.802091,18.480789
GSM,404,73.799915,18.479376
GSM,404,73.82348,18.500963
UMTS,404,73.7903595,18.50852966
UMTS,404,73.790294,18.508595
UMTS,404,73.7903595,18.50852966
UMTS,404,73.7903595,18.50852966
UMTS,404,73.7903595,18.50852966
UMTS,404,73.7903595,18.50852966
GSM,404,73.827831,18.44732
GSM,404,73.868987,18.457482
UMTS,404,73.84666443,18.50990295
UMTS,404,73.84666443,18.50990295
GSM,404,73.790253,18.508408
GSM,404,73.784556,18.508973
GSM,404,73.78211975,18.50990295
GSM,404,73.801346,18.507706
GSM,404,73.812332,18.509604
GSM,404,73.819542,18.509731
GSM,404,73.824496,18.507156
GSM,404,73.822632,18.462524
GSM,404,73.7752533,18.50715637
GSM,404,73.790129,18.508393
GSM,404,73.751907,18.49617
GSM,404,73.75190735,18.49205017
GSM,404,73.76701355,18.50578308
UMTS,404,73.79447937,18.50440979
UMTS,404,73.85902405,18.48106384
UMTS,404,73.85902405,18.48106384
GSM,404,73.793346,18.508388
GSM,404,73.799754,18.507375
GSM,404,73.806892,18.507262
GSM,404,73.807895,18.507262
GSM,404,73.810476,18.508734
GSM,404,73.81216,18.509045
GSM,404,73.857651,18.468361
GSM,404,73.856125,18.47496
GSM,404,73.849573,18.451578
GSM,404,73.819676,18.495633
GSM,404,73.820877,18.497009
GSM,404,73.821062,18.498132
GSM,404,73.816452,18.493325
GSM,404,73.813477,18.493652
GSM,404,73.81499,18.490101
GSM,404,73.813786,18.48785
GSM,404,73.812246,18.486471
GSM,404,73.809586,18.481456
GSM,404,73.847008,18.454971
GSM,404,73.848381,18.454971
GSM,404,73.857651,18.488617
GSM,404,73.819885,18.492737
GSM,404,73.817139,18.492393
UMTS,405,73.84941101,18.50166321
UMTS,405,73.84803772,18.45497131
UMTS,404,73.8507843,18.50440979
UMTS,404,73.81919861,18.46870422
UMTS,404,73.85902405,18.48930359
UMTS,404,73.82331848,18.49479675
UMTS,404,73.81782532,18.48655701
UMTS,404,73.82881165,18.48930359
UMTS,404,73.821945,18.50235
UMTS,404,73.809586,18.474541
UMTS,404,73.86314392,18.50028992
UMTS,404,73.81919861,18.47694397
UMTS,404,73.82606506,18.50166321
UMTS,404,73.813534,18.470163
GSM,404,73.805994,18.508107
GSM,404,73.821137,18.504491
GSM,404,73.847653,18.509024
GSM,404,73.849411,18.508804
GSM,404,73.849136,18.508072
UMTS,404,73.85490417,18.47557068
GSM,404,73.854904,18.476257
UMTS,404,73.84941101,18.48930359
GSM,404,73.86863708,18.50990295
GSM,404,73.86863708,18.50990295
GSM,404,73.845934,18.501955
GSM,404,73.827576,18.457169
GSM,404,73.866234,18.465614
GSM,404,73.866133,18.471047
GSM,404,73.8658905,18.46595764
GSM,404,73.866234,18.465614
GSM,404,73.805167,18.503037
GSM,404,73.82331848,18.5030365
GSM,404,73.825928,18.501732
GSM,404,73.823318,18.503466
GSM,404,73.817076,18.502662
GSM,404,73.822346,18.504524
GSM,404,73.82897,18.507685
GSM,404,73.8684,18.481064
GSM,404,73.863602,18.481456
GSM,404,73.861826,18.481174
GSM,404,73.862721,18.47388
GSM,404,73.86334,18.472039
GSM,404,73.86331,18.469953
GSM,404,73.818512,18.508873
UMTS,404,73.814392,18.485184
UMTS,404,73.81507874,18.48381042
GSM,404,73.86451721,18.4563446
GSM,404,73.865547,18.456345
GSM,404,73.86451721,18.4563446
GSM,404,73.86451721,18.4563446
GSM,404,73.843994,18.50853
GSM,404,73.844193,18.500647
GSM,404,73.839066,18.496262
GSM,404,73.835745,18.493778
GSM,404,73.832767,18.490622
GSM,404,73.82998,18.488427
GSM,404,73.827896,18.48278
GSM,404,73.841367,18.49823
GSM,404,73.824586,18.480113
GSM,404,73.824299,18.480671
GSM,404,73.820572,18.480301
GSM,404,73.82428,18.478317
GSM,404,73.857884,18.499616
GSM,404,73.855865,18.494762
GSM,404,73.857651,18.492707
GSM,404,73.857012,18.487834
GSM,404,73.853603,18.490026
GSM,404,73.857651,18.487173
GSM,404,73.857822,18.484252
GSM,404,73.856216,18.479588
GSM,404,73.856054,18.476944
GSM,404,73.854398,18.47333
GSM,404,73.85634,18.472637
GSM,404,73.857621,18.469122
GSM,404,73.857513,18.470009
GSM,404,73.857651,18.466397
GSM,404,73.857624,18.461706
GSM,404,73.855289,18.473593
GSM,404,73.855266,18.473402
GSM,404,73.857549,18.458379
GSM,404,73.858414,18.453598
GSM,404,73.85891,18.446217
GSM,404,73.859067,18.443727
GSM,404,73.860397,18.439287
GSM,404,73.860397,18.437315
GSM,404,73.866165,18.491776
UMTS,404,73.84529114,18.44398499
UMTS,404,73.84529114,18.44398499
GSM,404,73.850098,18.460465
GSM,404,73.867836,18.492851
GSM,404,73.790752,18.45556
GSM,404,73.792812,18.455658
GSM,404,73.79173279,18.45497131
GSM,404,73.79173279,18.45497131
GSM,404,73.789536,18.457718
GSM,404,73.841858,18.50132
GSM,404,73.839607,18.497429
GSM,404,73.840485,18.497543
GSM,404,73.838425,18.50391
GSM,404,73.838425,18.500486
GSM,404,73.848923,18.500748
GSM,404,73.789902,18.50853
UMTS,404,73.86863708,18.4563446
UMTS,404,73.86863708,18.4563446
UMTS,404,73.86863708,18.4563446
GSM,404,73.844986,18.50647
GSM,404,73.853662,18.495026
GSM,404,73.851079,18.500143
GSM,404,73.858223,18.494835
GSM,404,73.857994,18.49411
GSM,404,73.825673,18.478906
UMTS,404,73.847008,18.50956
GSM,404,73.82331848,18.46458435
GSM,404,73.868637,18.505298
GSM,404,73.866972,18.500436
GSM,404,73.858337,18.503551
GSM,404,73.867081,18.499741
GSM,404,73.868294,18.508873
GSM,404,73.867264,18.50441
GSM,404,73.862299,18.502297
GSM,404,73.855728,18.503037
GSM,404,73.8642,18.500501
GSM,404,73.856777,18.504285
GSM,404,73.852043,18.504982
GSM,404,73.851471,18.505783
GSM,404,73.850784,18.507156
GSM,404,73.848038,18.507781
UMTS,404,73.81919861,18.4563446
UMTS,404,73.85353088,18.50028992
UMTS,404,73.85353088,18.50028992
GSM,404,73.853214,18.503353
UMTS,404,73.85490417,18.46733093
GSM,404,73.77388,18.463486
GSM,404,73.803146,18.507156
GSM,404,73.806447,18.507254
GSM,404,73.80217,18.502487
GSM,404,73.802204,18.497543
GSM,404,73.801542,18.495778
GSM,404,73.801003,18.495483
GSM,404,73.803504,18.504802
GSM,404,73.857651,18.46489
GSM,404,73.858435,18.457326
GSM,404,73.858043,18.451362
GSM,404,73.778915,18.458634
GSM,404,73.77388,18.46458435
GSM,404,73.780746,18.466473
GSM,404,73.786828,18.46635
GSM,404,73.793564,18.474197
GSM,404,73.797775,18.477768
GSM,404,73.799286,18.484669
GSM,404,73.801041,18.479691
GSM,404,73.802839,18.481243
GSM,404,73.815328,18.509653
GSM,404,73.869886,18.485059
GSM,404,73.816053,18.501265
GSM,404,73.816558,18.500818
UMTS,404,73.84803772,18.50990295
GSM,404,73.814392,18.498917
GSM,404,73.811363,18.500128
GSM,404,73.81782532,18.49754333
GSM,404,73.76255,18.504925
GSM,404,73.853836,18.507156
UMTS,405,73.859561,18.483034
UMTS,404,73.863831,18.507156
UMTS,404,73.865891,18.50441
GSM,404,73.844347,18.506727
GSM,404,73.860741,18.49617
UMTS,404,73.850784,18.455658
GSM,404,73.7903595,18.50852966
GSM,404,73.817825,18.504135
GSM,404,73.818478,18.502722
GSM,404,73.82067,18.503233
GSM,404,73.815863,18.501663
GSM,404,73.813463,18.501017
GSM,404,73.810616,18.501663
GSM,404,73.807526,18.502007
GSM,404,73.798828,18.504181
UMTS,404,73.86039734,18.49754333
UMTS,404,73.819885,18.462868
UMTS,404,73.825722,18.456688
UMTS,404,73.830185,18.451538
UMTS,404,73.831558,18.450165
UMTS,404,73.834991,18.450165
GSM,404,73.84941101,18.46458435
GSM,404,73.859711,18.49823
GSM,404,73.8461,18.503847
GSM,405,73.79722595,18.45222473
UMTS,404,73.814392,18.49926
GSM,404,73.790634,18.508255
GSM,405,73.84803772,18.4563446
GSM,404,73.853989,18.503952
GSM,404,73.85463,18.501938
GSM,404,73.852238,18.479771
UMTS,404,73.824921,18.464355
GSM,404,73.790359,18.508465
UMTS,405,73.805923,18.50441
UMTS,405,73.808212,18.503723
GSM,404,73.782319,18.508475
GSM,404,73.786424,18.507351
GSM,404,73.781609,18.507093
GSM,404,73.779021,18.508103
GSM,404,73.775997,18.508701
GSM,404,73.792321,18.50853
GSM,404,73.7903595,18.50852966
GSM,404,73.803395,18.507091
GSM,404,73.8054657,18.50715637
GSM,404,73.810226,18.50853
GSM,404,73.813467,18.509903
GSM,404,73.807895,18.508107
GSM,404,73.82207,18.509029
GSM,404,73.82349,18.507328
GSM,404,73.825774,18.506116
GSM,404,73.828226,18.507472
GSM,404,73.830691,18.506723
GSM,404,73.84254456,18.50990295
GSM,404,73.843918,18.50798
GSM,404,73.84391785,18.50990295
GSM,404,73.844376,18.506699
GSM,404,73.84391785,18.50715637
GSM,404,73.845291,18.505508
GSM,404,73.846926,18.50441
GSM,404,73.849548,18.50441
GSM,404,73.851128,18.502693
GSM,404,73.850784,18.50338
GSM,404,73.850784,18.500789
GSM,404,73.850784,18.498359
GSM,404,73.850784,18.496008
GSM,404,73.850784,18.494074
GSM,404,73.849521,18.49238
GSM,404,73.849974,18.483951
GSM,404,73.849411,18.490128
GSM,404,73.851457,18.476552
GSM,404,73.855382,18.47366
GSM,404,73.85819,18.469342
GSM,404,73.857925,18.468704
GSM,404,73.860826,18.468704
GSM,404,73.863922,18.467834
GSM,404,73.864638,18.464827
GSM,404,73.865135,18.463005
GSM,404,73.8658905,18.46183777
GSM,404,73.867737,18.460985
GSM,404,73.867264,18.460808
GSM,404,73.796604,18.507843
GSM,404,73.801483,18.507431
GSM,404,73.795747,18.504832
GSM,404,73.798752,18.507004
GSM,404,73.81645203,18.50990295
GSM,404,73.79310608,18.50715637
GSM,404,73.831184,18.50828
GSM,404,73.833426,18.509683
GSM,404,73.82331848,18.50852966
GSM,404,73.813133,18.497314
GSM,404,73.860947,18.506058
GSM,404,73.860512,18.508644
GSM,404,73.86177063,18.50578308
GSM,404,73.861771,18.505096
GSM,404,73.83094,18.506071
UMTS,404,73.809128,18.482437
GSM,405,73.860217,18.500362
GSM,405,73.85902405,18.50166321
GSM,405,73.861313,18.50029
GSM,405,73.861084,18.500061
GSM,405,73.864349,18.50029
GSM,405,73.867331,18.500993
GSM,404,73.798842,18.485022
GSM,404,73.800117,18.484172
GSM,404,73.80394,18.482132
GSM,404,73.804504,18.479897
GSM,404,73.807231,18.475767
GSM,404,73.807376,18.477541
GSM,404,73.808212,18.476705
GSM,404,73.790188,18.497715
GSM,404,73.790465,18.507051
GSM,404,73.869278,18.501663
GSM,404,73.866653,18.500443
GSM,404,73.861685,18.50029
GSM,404,73.859523,18.50029
GSM,404,73.864059,18.50029
GSM,404,73.856094,18.501205
GSM,404,73.853439,18.502853
GSM,404,73.85215759,18.50440979
GSM,404,73.85765076,18.50028992
GSM,404,73.85215759,18.50440979
GSM,404,73.850784,18.496628
GSM,404,73.850098,18.48249
GSM,404,73.849517,18.486346
GSM,404,73.856392,18.472481
GSM,404,73.864517,18.466415
GSM,404,73.86726379,18.46046448
GSM,404,73.869377,18.460464
GSM,404,73.790359,18.488846
GSM,404,73.7903595,18.48930359
GSM,404,73.789215,18.507843
GSM,404,73.850613,18.457718
GSM,404,73.850327,18.458176
GSM,404,73.795303,18.50853
GSM,404,73.77388,18.439407
GSM,404,73.77491,18.439865
GSM,404,73.817931,18.465376
GSM,404,73.820466,18.461943
GSM,404,73.823318,18.459591
GSM,404,73.821945,18.461626
GSM,404,73.838196,18.499146
GSM,404,73.84941101,18.4577179
GSM,404,73.768158,18.506699
UMTS,404,73.849869,18.481979
GSM,404,73.837051,18.442268
GSM,404,73.83018494,18.45085144
GSM,404,73.828262,18.453598
GSM,404,73.78933,18.494453
UMTS,405,73.804092,18.4972
GSM,404,73.803094,18.503536
GSM,404,73.802719,18.500977
GSM,404,73.802719,18.500839
GSM,404,73.803177,18.501938
GSM,404,73.807654,18.502361
GSM,404,73.804289,18.501663
GSM,404,73.801529,18.498734
GSM,404,73.810114,18.502191
GSM,404,73.803994,18.504508
GSM,404,73.80683899,18.50440979
GSM,404,73.80271912,18.5030365
GSM,404,73.812378,18.50116
GSM,404,73.812621,18.49935
GSM,404,73.814735,18.497658
GSM,404,73.817508,18.50029
GSM,404,73.818436,18.503037
GSM,404,73.821749,18.504802
GSM,404,73.813705,18.500385
UMTS,404,73.847694,18.50132
GSM,404,73.843094,18.504822
GSM,404,73.81339,18.443779
GSM,404,73.848724,18.457031
GSM,404,73.84758,18.45726
UMTS,404,73.849411,18.457718
GSM,404,73.82331848,18.47694397
UMTS,404,73.80821228,18.48381042
UMTS,404,73.83018494,18.47007751
UMTS,404,73.811474,18.477116
UMTS,404,73.86863708,18.49617004
GSM,404,73.801346,18.485458
GSM,404,73.802547,18.484669
UMTS,404,73.801498,18.48381
GSM,404,73.858566,18.507156
GSM,404,73.861221,18.505234
GSM,405,73.833447,18.508615
GSM,405,73.835678,18.507156
GSM,405,73.834305,18.507431
GSM,404,73.845016,18.432724
GSM,404,73.852591,18.506506
GSM,405,73.8658905,18.50440979
UMTS,404,73.82194519,18.50852966
GSM,404,73.830322,18.503448
GSM,404,73.830948,18.50441
GSM,404,73.829619,18.501017
GSM,404,73.831329,18.498917
GSM,404,73.832932,18.506568
GSM,404,73.830357,18.503723
GSM,404,73.832108,18.497475
GSM,404,73.828846,18.492496
